"Label (Grouping)","Tennessee!!Estimate","Tennessee!!Margin of Error","Anderson County, Tennessee!!Estimate","Anderson County, Tennessee!!Margin of Error","Bedford County, Tennessee!!Estimate","Bedford County, Tennessee!!Margin of Error","Benton County, Tennessee!!Estimate","Benton County, Tennessee!!Margin of Error","Bledsoe County, Tennessee!!Estimate","Bledsoe County, Tennessee!!Margin of Error","Blount County, Tennessee!!Estimate","Blount County, Tennessee!!Margin of Error","Bradley County, Tennessee!!Estimate","Bradley County, Tennessee!!Margin of Error","Campbell County, Tennessee!!Estimate","Campbell County, Tennessee!!Margin of Error","Cannon County, Tennessee!!Estimate","Cannon County, Tennessee!!Margin of Error","Carroll County, Tennessee!!Estimate","Carroll County, Tennessee!!Margin of Error","Carter County, Tennessee!!Estimate","Carter County, Tennessee!!Margin of Error","Cheatham County, Tennessee!!Estimate","Cheatham County, Tennessee!!Margin of Error","Chester County, Tennessee!!Estimate","Chester County, Tennessee!!Margin of Error","Claiborne County, Tennessee!!Estimate","Claiborne County, Tennessee!!Margin of Error","Clay County, Tennessee!!Estimate","Clay County, Tennessee!!Margin of Error","Cocke County, Tennessee!!Estimate","Cocke County, Tennessee!!Margin of Error","Coffee County, Tennessee!!Estimate","Coffee County, Tennessee!!Margin of Error","Crockett County, Tennessee!!Estimate","Crockett County, Tennessee!!Margin of Error","Cumberland County, Tennessee!!Estimate","Cumberland County, Tennessee!!Margin of Error","Davidson County, Tennessee!!Estimate","Davidson County, Tennessee!!Margin of Error","Decatur County, Tennessee!!Estimate","Decatur County, Tennessee!!Margin of Error","DeKalb County, Tennessee!!Estimate","DeKalb County, Tennessee!!Margin of Error","Dickson County, Tennessee!!Estimate","Dickson County, Tennessee!!Margin of Error","Dyer County, Tennessee!!Estimate","Dyer County, Tennessee!!Margin of Error","Fayette County, Tennessee!!Estimate","Fayette County, Tennessee!!Margin of Error","Fentress County, Tennessee!!Estimate","Fentress County, Tennessee!!Margin of Error","Franklin County, Tennessee!!Estimate","Franklin County, Tennessee!!Margin of Error","Gibson County, Tennessee!!Estimate","Gibson County, Tennessee!!Margin of Error","Giles County, Tennessee!!Estimate","Giles County, Tennessee!!Margin of Error","Grainger County, Tennessee!!Estimate","Grainger County, Tennessee!!Margin of Error","Greene County, Tennessee!!Estimate","Greene County, Tennessee!!Margin of Error","Grundy County, Tennessee!!Estimate","Grundy County, Tennessee!!Margin of Error","Hamblen County, Tennessee!!Estimate","Hamblen County, Tennessee!!Margin of Error","Hamilton County, Tennessee!!Estimate","Hamilton County, Tennessee!!Margin of Error","Hancock County, Tennessee!!Estimate","Hancock County, Tennessee!!Margin of Error","Hardeman County, Tennessee!!Estimate","Hardeman County, Tennessee!!Margin of Error","Hardin County, Tennessee!!Estimate","Hardin County, Tennessee!!Margin of Error","Hawkins County, Tennessee!!Estimate","Hawkins County, Tennessee!!Margin of Error","Haywood County, Tennessee!!Estimate","Haywood County, Tennessee!!Margin of Error","Henderson County, Tennessee!!Estimate","Henderson County, Tennessee!!Margin of Error","Henry County, Tennessee!!Estimate","Henry County, Tennessee!!Margin of Error","Hickman County, Tennessee!!Estimate","Hickman County, Tennessee!!Margin of Error","Houston County, Tennessee!!Estimate","Houston County, Tennessee!!Margin of Error","Humphreys County, Tennessee!!Estimate","Humphreys County, Tennessee!!Margin of Error","Jackson County, Tennessee!!Estimate","Jackson County, Tennessee!!Margin of Error","Jefferson County, Tennessee!!Estimate","Jefferson County, Tennessee!!Margin of Error","Johnson County, Tennessee!!Estimate","Johnson County, Tennessee!!Margin of Error","Knox County, Tennessee!!Estimate","Knox County, Tennessee!!Margin of Error","Lake County, Tennessee!!Estimate","Lake County, Tennessee!!Margin of Error","Lauderdale County, Tennessee!!Estimate","Lauderdale County, Tennessee!!Margin of Error","Lawrence County, Tennessee!!Estimate","Lawrence County, Tennessee!!Margin of Error","Lewis County, Tennessee!!Estimate","Lewis County, Tennessee!!Margin of Error","Lincoln County, Tennessee!!Estimate","Lincoln County, Tennessee!!Margin of Error","Loudon County, Tennessee!!Estimate","Loudon County, Tennessee!!Margin of Error","McMinn County, Tennessee!!Estimate","McMinn County, Tennessee!!Margin of Error","McNairy County, Tennessee!!Estimate","McNairy County, Tennessee!!Margin of Error","Macon County, Tennessee!!Estimate","Macon County, Tennessee!!Margin of Error","Madison County, Tennessee!!Estimate","Madison County, Tennessee!!Margin of Error","Marion County, Tennessee!!Estimate","Marion County, Tennessee!!Margin of Error","Marshall County, Tennessee!!Estimate","Marshall County, Tennessee!!Margin of Error","Maury County, Tennessee!!Estimate","Maury County, Tennessee!!Margin of Error","Meigs County, Tennessee!!Estimate","Meigs County, Tennessee!!Margin of Error","Monroe County, Tennessee!!Estimate","Monroe County, Tennessee!!Margin of Error","Montgomery County, Tennessee!!Estimate","Montgomery County, Tennessee!!Margin of Error","Moore County, Tennessee!!Estimate","Moore County, Tennessee!!Margin of Error","Morgan County, Tennessee!!Estimate","Morgan County, Tennessee!!Margin of Error","Obion County, Tennessee!!Estimate","Obion County, Tennessee!!Margin of Error","Overton County, Tennessee!!Estimate","Overton County, Tennessee!!Margin of Error","Perry County, Tennessee!!Estimate","Perry County, Tennessee!!Margin of Error","Pickett County, Tennessee!!Estimate","Pickett County, Tennessee!!Margin of Error","Polk County, Tennessee!!Estimate","Polk County, Tennessee!!Margin of Error","Putnam County, Tennessee!!Estimate","Putnam County, Tennessee!!Margin of Error","Rhea County, Tennessee!!Estimate","Rhea County, Tennessee!!Margin of Error","Roane County, Tennessee!!Estimate","Roane County, Tennessee!!Margin of Error","Robertson County, Tennessee!!Estimate","Robertson County, Tennessee!!Margin of Error","Rutherford County, Tennessee!!Estimate","Rutherford County, Tennessee!!Margin of Error","Scott County, Tennessee!!Estimate","Scott County, Tennessee!!Margin of Error","Sequatchie County, Tennessee!!Estimate","Sequatchie County, Tennessee!!Margin of Error","Sevier County, Tennessee!!Estimate","Sevier County, Tennessee!!Margin of Error","Shelby County, Tennessee!!Estimate","Shelby County, Tennessee!!Margin of Error","Smith County, Tennessee!!Estimate","Smith County, Tennessee!!Margin of Error","Stewart County, Tennessee!!Estimate","Stewart County, Tennessee!!Margin of Error","Sullivan County, Tennessee!!Estimate","Sullivan County, Tennessee!!Margin of Error","Sumner County, Tennessee!!Estimate","Sumner County, Tennessee!!Margin of Error","Tipton County, Tennessee!!Estimate","Tipton County, Tennessee!!Margin of Error","Trousdale County, Tennessee!!Estimate","Trousdale County, Tennessee!!Margin of Error","Unicoi County, Tennessee!!Estimate","Unicoi County, Tennessee!!Margin of Error","Union County, Tennessee!!Estimate","Union County, Tennessee!!Margin of Error","Van Buren County, Tennessee!!Estimate","Van Buren County, Tennessee!!Margin of Error","Warren County, Tennessee!!Estimate","Warren County, Tennessee!!Margin of Error","Washington County, Tennessee!!Estimate","Washington County, Tennessee!!Margin of Error","Wayne County, Tennessee!!Estimate","Wayne County, Tennessee!!Margin of Error","Weakley County, Tennessee!!Estimate","Weakley County, Tennessee!!Margin of Error","White County, Tennessee!!Estimate","White County, Tennessee!!Margin of Error","Williamson County, Tennessee!!Estimate","Williamson County, Tennessee!!Margin of Error","Wilson County, Tennessee!!Estimate","Wilson County, Tennessee!!Margin of Error"
"Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","69,595","±429","66,183","±2,450","67,225","±4,697","51,746","±7,216","54,720","±6,369","77,365","±2,375","66,552","±1,805","51,557","±3,039","59,443","±5,405","51,787","±2,267","50,135","±3,158","89,852","±6,619","59,341","±11,635","49,379","±3,839","39,972","±9,119","48,016","±3,856","61,505","±3,920","62,165","±5,593","60,375","±3,059","77,853","±1,253","45,375","±5,287","53,153","±7,562","75,003","±3,342","58,154","±3,239","88,456","±5,012","51,149","±3,253","63,494","±4,240","62,755","±2,247","62,307","±5,120","50,538","±2,961","56,194","±3,104","47,593","±6,668","55,454","±4,745","76,183","±1,947","34,960","±3,992","46,069","±3,221","49,956","±3,579","56,936","±2,787","50,472","±5,777","55,136","±4,037","50,613","±2,203","68,247","±4,329","59,576","±4,089","60,616","±6,764","47,951","±8,012","66,114","±2,864","53,129","±4,322","74,222","±1,390","28,814","±6,937","49,879","±3,995","54,706","±2,672","56,285","±7,872","64,667","±3,852","84,185","±3,910","61,470","±4,893","53,473","±3,675","59,177","±4,091","60,042","±3,188","61,824","±4,484","71,049","±3,558","76,130","±3,947","61,375","±5,163","56,895","±2,810","75,613","±2,227","66,469","±7,881","65,954","±4,555","54,613","±3,708","48,959","±4,897","55,972","±10,067","49,030","±5,197","62,522","±6,119","58,912","±2,790","55,033","±2,802","71,885","±3,521","83,047","±4,193","85,470","±1,909","44,711","±4,937","58,750","±6,266","62,581","±3,562","63,767","±1,251","66,293","±4,840","63,114","±5,169","58,807","±2,321","90,301","±2,629","74,127","±2,721","72,747","±8,709","52,218","±6,675","62,727","±3,883","54,931","±11,768","55,487","±3,018","62,809","±3,232","52,294","±4,365","51,880","±2,769","52,188","±3,172","135,594","±4,044","95,839","±3,023"
